Title,PromptURL,Description,Category,Level,PromptTags,Updated
FAQ & Objections (AI 4 RETAIL) #5,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/15_faq_objections_ai_4_retail_5.md,Erstellt FAQs und Einwandbehandlung für ein Thema.,AI 4 RETAIL,Einsteiger,Retail,2025-12-23
Faceless Video Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/faceless_video_guide.md,Erstelle einen detaillierten Leitfaden zur Produktion von gesichtslosen informativen Videos über einen Segel-Lebensstil unter Verwendung von generativem Video und echtem...,AI 4 RETAIL,Einsteiger,"Training, Content, Strategie, Retail",2025-12-24
Fit & Size Check,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/03_fit_size_check.md,"Hilft, Fehlkäufe zu reduzieren durch Fit-Regeln und Messpunkte.",AI 4 RETAIL,Einsteiger,"Checkliste, Retail, Script",2025-12-23
Halloween Coloring Book Promotional Script,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/halloween_coloring_book_promotional_script.md,"Erstelle ein detailliertes und ansprechendes Skript für ein Video zur Bewerbung eines Halloween-Malbuchs. Das Skript sollte 12 unterschiedliche Abschnitte oder ""Seiten""...",AI 4 RETAIL,Profi,"Kids, Content, Retail, Script",2025-12-24
Health And Wellness Content,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/Health%20And%20Wellness%20Content.md,"Erstelle einen umfassenden ChatGPT-Prompt für einen Autor von Gesundheits- und Wellnessinhalten, der sich an Zielgruppen richtet, die chronische Krankheiten bewältigen,...",AI 4 RETAIL,Profi,"Content, Strategie, Retail",2025-12-24
Luxury Jet Sales Messaging,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/luxury_jet_sales_messaging.md,"Überzeuge Interessenten, einen Jet zu kaufen, indem du überzeugende und aussagekräftige Botschaften erstellst. Deine Antwort sollte Folgendes enthalten:",AI 4 RETAIL,Profi,"Finance, SOP, Retail",2025-12-24
"MASTER CONTEXT – AI 4 RETAIL (Closella: Style, Fit, Returns)",https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/00_master_context.md,"Setzt den Rahmen für Styling, Fit und Retouren-Reduktion, ohne Mode-Buzzword-Overload.",AI 4 RETAIL,Experte,"Checkliste, Finance, Decision, Retail",2025-12-23
Match Outcome Prediction,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/match_outcome_prediction.md,Erstellen Sie eine umfassende Analyse zur Vorhersage des Ergebnisses eines Fußballspiels unter Berücksichtigung der folgenden Faktoren:,AI 4 RETAIL,Profi,"Analyse, Strategie, Retail",2025-12-24
Non Injectable Peptide Marketing Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/non_injectable_peptide_marketing_strategy.md,"Entwickle eine umfassende Marketingstrategie für ein neues Gesundheits- und Wellness-Unternehmen, das innovative nicht-injizierbare Peptide auf den Markt bringt. Das Ziel ist...",AI 4 RETAIL,Experte,"Training, Adoption, Finance, Strategie, SOP",2025-12-24
One-Pager Builder (AI 4 RETAIL) #12,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/22_one_pager_builder_ai_4_retail_12.md,Baut eine 1-Seite Entscheidungs-/Projektübersicht.,AI 4 RETAIL,Experte,"Decision, Retail",2025-12-23
One-Pager Builder (AI 4 RETAIL) #17,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/27_one_pager_builder_ai_4_retail_17.md,Baut eine 1-Seite Entscheidungs-/Projektübersicht.,AI 4 RETAIL,Experte,"Decision, Retail",2025-12-23
One-Pager Builder (AI 4 RETAIL) #2,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/12_one_pager_builder_ai_4_retail_2.md,Baut eine 1-Seite Entscheidungs-/Projektübersicht.,AI 4 RETAIL,Experte,"Decision, Retail",2025-12-23
One-Pager Builder (AI 4 RETAIL) #7,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/17_one_pager_builder_ai_4_retail_7.md,Baut eine 1-Seite Entscheidungs-/Projektübersicht.,AI 4 RETAIL,Experte,"Decision, Retail",2025-12-23
Packing List Smart,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/09_packing_list_smart.md,"Packliste, die wirklich funktioniert (Mix & Match).",AI 4 RETAIL,Einsteiger,Retail,2025-12-23
Personal Style Archetype,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/01_personal_style_archetype.md,Leitet deinen Style-Archetyp ab und übersetzt ihn in Einkaufsregeln.,AI 4 RETAIL,Einsteiger,"Kids, Finance, Retail",2025-12-23
Produktseite: Copy & Struktur,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/07_produktseite_copy_struktur.md,Verbessert Produkttexte für Klarheit und weniger Retouren.,AI 4 RETAIL,Einsteiger,Retail,2025-12-23
Resale Store Launch Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/resale_store_launch_plan.md,Handeln Sie als Unternehmensberater und führen Sie eine umfassende Recherche- und Planungssitzung für die Eröffnung eines neuen Wiederverkaufs-Konsignationsgeschäfts in...,AI 4 RETAIL,Profi,"Research, Finance, Analyse, Decision, Strategie",2025-12-24
Retouren-Root-Cause Analyse,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/06_retouren_root_cause_analyse.md,Analysiert Retourengründe und leitet Fixes ab (für Shops/Brands).,AI 4 RETAIL,Einsteiger,"Analyse, Reporting, Retail",2025-12-23
Review & Improve (AI 4 RETAIL) #1,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/11_review_improve_ai_4_retail_1.md,"Verbessert ein bestehendes Artefakt und macht es klarer, stärker, nutzbarer.",AI 4 RETAIL,Einsteiger,Retail,2025-12-23
Review & Improve (AI 4 RETAIL) #11,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/21_review_improve_ai_4_retail_11.md,"Verbessert ein bestehendes Artefakt und macht es klarer, stärker, nutzbarer.",AI 4 RETAIL,Experte,Retail,2025-12-23
Review & Improve (AI 4 RETAIL) #16,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/26_review_improve_ai_4_retail_16.md,"Verbessert ein bestehendes Artefakt und macht es klarer, stärker, nutzbarer.",AI 4 RETAIL,Experte,Retail,2025-12-23
Review & Improve (AI 4 RETAIL) #6,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/16_review_improve_ai_4_retail_6.md,"Verbessert ein bestehendes Artefakt und macht es klarer, stärker, nutzbarer.",AI 4 RETAIL,Experte,Retail,2025-12-23
Show Fabric Options,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/show_fabric_options.md,"Sie erhalten eine Excel-Tabelle. Generieren Sie für jede Zeile Inhalt für Spalte F, indem Sie diese detaillierten Anweisungen befolgen:",AI 4 RETAIL,Profi,"Content, Retail",2025-12-24
Template Pack (AI 4 RETAIL) #14,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/24_template_pack_ai_4_retail_14.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 RETAIL,Experte,"Template, Email, Content, Retail, Script",2025-12-23
Template Pack (AI 4 RETAIL) #19,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/29_template_pack_ai_4_retail_19.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 RETAIL,Experte,"Template, Email, Content, Retail, Script",2025-12-23
Template Pack (AI 4 RETAIL) #4,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/14_template_pack_ai_4_retail_4.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 RETAIL,Einsteiger,"Template, Email, Content, Retail, Script",2025-12-23
Template Pack (AI 4 RETAIL) #9,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/19_template_pack_ai_4_retail_9.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 RETAIL,Experte,"Template, Email, Content, Retail, Script",2025-12-23
Titel des Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/_template_prompt.md,"Kurz beschreiben, wofür der Prompt gedacht ist und welchen Nutzen er liefert.",AI 4 RETAIL,Einsteiger,"Template, Retail",2025-12-24
Transform Interior Design Style,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/transform_interior_design_style.md,"Erstelle einen ChatGPT-Prompt, der ChatGPT anleitet, ein Interieur-Foto in einen neuen Designstil zu verwandeln, während bestimmte Elemente beibehalten werden:",AI 4 RETAIL,Profi,Retail,2025-12-24
Trend vs. Ich Check,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/05_trend_vs_ich_check.md,"Prüft, ob ein Trend zu dir passt, ohne dass du dich verkleidest.",AI 4 RETAIL,Einsteiger,"Finance, Decision, Retail",2025-12-23
Write Lessons Learned Post,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/write_lessons_learned_post.md,"Erstellen Sie einen überzeugenden 800-Wörter-Social-Media-Beitrag über gelernte Lektionen, indem Sie diese Richtlinien befolgen:",AI 4 RETAIL,Experte,"Content, Retail",2025-12-24
Write Video Script Tiktok Marcus Garvey,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/write_video_script_tiktok_marcus_garvey.md,"Erstelle ein detailliertes TikTok-Skript basierend auf meinem Manuskript für ein Buch über Marcus Garvey. Dein Ziel ist es, ein lehrreiches und ansprechendes Skript zu...",AI 4 RETAIL,Profi,"Content, Retail, Script",2025-12-24
African Folk Tale Creation,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/african_folk_tale_creation.md,"Erstelle eine detaillierte und fesselnde afrikanische Volkserzählung, die ein KI-generiertes Bild begleitet. Die Geschichte sollte speziell für einen YouTube-Kanal konzipiert...",AI 4 THOUGHT LEADERSHIP,Profi,,2025-12-24
Ai In Fictional Video Production,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/ai_in_fictional_video_production.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 THOUGHT LEADERSHIP,Experte,"Content, Strategie",2025-12-24
Analyze Article Quality,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/analyze_article_quality.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 THOUGHT LEADERSHIP,Experte,"Research, Content, LinkedIn, Strategie",2025-12-24
Analyze Instagram Profile,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/analyze_instagram_profile.md,Analysieren Sie das Instagram-Konto einer Person und geben Sie eine detaillierte Aufschlüsselung ihres Profils und ihrer Marke. Konzentrieren Sie sich auf die folgenden Aspekte:,AI 4 THOUGHT LEADERSHIP,Experte,"Analyse, Content",2025-12-24
Analyze Political Sentiment,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/analyze_political_sentiment.md,"Analysiere die Social-Media-Plattformen Instagram und Facebook mit Fokus auf Arubaner, um ihre Wahrnehmung der politischen Parteien zu verstehen, die für die Wahl 2025 in Aruba...",AI 4 THOUGHT LEADERSHIP,Profi,,2025-12-24
Analyze Youtube Competitors,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/analyze_youtube_competitors.md,"""Hilf mir, Wettbewerber auf YouTube zu analysieren, indem du folgende Aspekte behandelst:",AI 4 THOUGHT LEADERSHIP,Profi,"Analyse, Content, Strategie",2025-12-24
Brainstorm Podcast Ideas,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/brainstorm_podcast_ideas.md,Generiere außergewöhnliche Ideen für einen Podcast. Berücksichtige die folgenden Aspekte:,AI 4 THOUGHT LEADERSHIP,Profi,Strategie,2025-12-24
Brainstorm Tiktok Video Ideas,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/brainstorm_tiktok_video_ideas.md,"Erstelle eine Liste einzigartiger und kreativer Ideen für ein TikTok-Video. Berücksichtige die folgenden Elemente, um die Ideen so innovativ und ansprechend wie möglich zu...",AI 4 THOUGHT LEADERSHIP,Experte,Content,2025-12-24
Build Social Media Following Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/build_social_media_following_guide.md,"Erstelle einen detaillierten Leitfaden zum schnellen Aufbau einer großen Social-Media-Followerschaft, ähnlich wie 500K+ Follower. Stelle sicher, dass die Antwort Folgendes abdeckt:",AI 4 THOUGHT LEADERSHIP,Profi,"Content, Strategie",2025-12-24
CONTEXT,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_youtube_video_script.md,Leite das Thema aus den bereitgestellten Quellen ab.,AI 4 THOUGHT LEADERSHIP,Experte,"Content, Strategie, Script",2025-12-24
Content Creation Checklist,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/content_creation_checklist.md,"Erstelle eine detaillierte Checkliste für den Aufbau eines Content-Erstellungs- und Monetarisierungsgeschäfts als Influencer auf TikTok und Instagram, mit Fokus auf luxuriöse...",AI 4 THOUGHT LEADERSHIP,Experte,"Checkliste, Analyse, Content, Strategie, Retail",2025-12-24
Content Creation Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/content_creation_guide.md,"Erstelle einen umfassenden Leitfaden zur Content-Erstellung, der die folgenden Aspekte abdeckt:",AI 4 THOUGHT LEADERSHIP,Experte,"Analyse, Content, Reporting, Prozesse, Strategie",2025-12-24
Create Content Guidelines,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_content_guidelines.md,Erstelle Inhalte unter Verwendung KI-fokussierter Techniken mit folgenden Richtlinien:,AI 4 THOUGHT LEADERSHIP,Experte,"Content, Script",2025-12-24
Create Content Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_content_strategy.md,Erstelle eine umfassende Content-Strategie für eine Marke. Die Strategie sollte die folgenden Komponenten beinhalten:,AI 4 THOUGHT LEADERSHIP,Experte,"Newsletter, Analyse, Content, Reporting, Strategie",2025-12-24
Create Cyber Summary,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_cyber_summary.md,Erstelle einen umfassenden Leitfaden für den Start einer Cybersicherheits-Website und Content-Erstellungsstrategie mit Fokus auf Einstiegs-Cybersicherheitsanalysten und...,AI 4 THOUGHT LEADERSHIP,Experte,"Safety, Content, LinkedIn, Strategie",2025-12-24
Create Ebook Marketing Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/Create%20Ebook%20Marketing%20Strategy.md,"Erstelle eine umfassende Marketingstrategie zur Bewerbung von E-Books auf mehreren Online-Plattformen. Die E-Books fallen in drei Kategorien: Beziehungen, frauenfokussierte...",AI 4 THOUGHT LEADERSHIP,Experte,"Email, Content, Strategie",2025-12-24
Create Engaging Tiktok Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_engaging_tiktok_prompts.md,"Erstelle eine Liste effektiver, ansprechender und kreativer Prompts für TikTok-Produktvideos mit dem Ziel, Viralität zu fördern. Berücksichtige dabei folgende Elemente:",AI 4 THOUGHT LEADERSHIP,Experte,Content,2025-12-24
Create Engaging Website Content And Video Scripts For Small Business,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_engaging_website_content_and_video_scripts_for_small_business.md,"Erstelle ansprechende, informative und professionelle Website-Inhalte und Skripte für gesichtslose Videos für ein kleines Unternehmen in Neuseeland, das die folgenden...",AI 4 THOUGHT LEADERSHIP,Experte,"Training, Content, Prozesse, LinkedIn, Script",2025-12-24
